Product ID,Store ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days)
6792,36,59,12,14,108,2024-08-21,1913,8
6305,98,142,11,0,141,2024-04-13,3626,9
4591,80,911,14,3,99,2024-02-17,4175,2
4061,67,816,16,18,112,2024-12-09,4744,9
5091,13,282,19,6,110,2024-12-27,2606,13
1312,70,510,4,5,106,2024-06-24,3162,5
3498,84,227,1,5,120,2024-05-08,4881,9
3269,77,974,18,13,183,2024-07-07,2721,12
1648,98,1,6,10,87,2024-04-19,3859,13
9550,49,42,29,16,25,2024-11-07,4369,2
1399,48,809,18,14,168,2024-04-07,2056,14
5115,73,56,20,7,111,2024-04-01,2131,8
8374,45,116,18,7,120,2024-03-15,2889,4
1724,26,631,26,3,37,2024-02-05,4490,4
4390,91,362,9,8,121,2024-08-02,3921,1
4507,98,508,6,19,56,2024-02-14,2425,11
5617,30,807,26,17,195,2024-11-20,3533,9
8119,67,927,14,3,171,2024-11-06,1366,8
3471,7,726,2,6,148,2024-03-04,4604,8
5856,22,461,26,11,107,2024-06-11,3163,13
6886,82,830,16,13,38,2024-10-02,3290,11
6215,89,167,18,19,56,2024-09-17,1304,14
1971,3,654,28,4,142,2024-04-13,4904,3
3697,24,660,26,5,169,2024-09-25,1787,8
1978,64,557,6,7,195,2024-04-26,3725,1
9160,78,157,16,18,134,2024-07-27,2848,8
8187,93,392,1,15,90,2024-05-31,2190,3
1084,28,767,1,14,152,2024-09-30,4230,11
5467,16,159,3,7,28,2024-03-09,2392,9
6986,78,701,16,12,103,2024-05-07,3749,12
6415,53,76,11,5,142,2024-05-09,2865,6
1516,93,797,13,6,19,2024-01-30,3095,10
2359,80,253,27,0,121,2024-10-02,4266,13
8875,79,21,25,0,189,2024-09-17,1755,1
6437,61,418,18,2,111,2024-08-29,4708,4
1729,26,677,11,10,68,2024-08-11,3553,3
4831,22,735,20,16,174,2024-03-10,3317,4
2904,57,619,18,15,83,2024-02-03,2860,8
7155,34,892,5,18,139,2024-02-19,1158,11
4898,84,568,12,3,115,2024-12-05,2457,3
8940,13,581,5,9,183,2024-04-02,3647,8
5693,13,501,20,13,30,2024-11-05,3667,12
8996,63,615,28,16,140,2024-09-24,4353,6
7696,3,13,9,7,57,2024-08-20,2785,7
8154,91,31,16,5,18,2024-08-09,4593,9
9676,77,332,8,11,160,2024-02-07,4005,6
3693,61,693,12,14,36,2024-09-02,4920,10
5216,60,518,22,1,107,2024-05-21,1005,8
9524,47,265,5,16,148,2024-07-18,4109,13
7826,85,26,19,16,67,2024-03-11,1301,8
7530,27,266,29,16,198,2024-11-08,1349,3
6837,89,538,9,15,93,2024-06-17,3562,6
5012,63,422,13,18,115,2024-08-22,3106,4
7667,84,889,13,12,27,2024-10-05,3710,3
1381,85,865,20,9,21,2024-10-22,3083,11
8942,36,107,27,18,111,2024-07-12,4080,5
3938,5,886,11,12,169,2024-08-16,2325,3
3686,39,155,19,15,164,2024-07-01,4766,11
2916,31,460,28,5,100,2024-10-04,3110,13
9290,33,867,28,5,121,2024-09-06,4910,4
5274,86,193,25,19,112,2024-07-02,3397,14
6505,18,29,4,12,170,2024-04-02,3401,11
2939,10,127,14,15,52,2024-12-23,4295,10
7639,39,267,17,8,135,2024-10-13,4869,12
1188,87,688,9,14,194,2024-08-17,1068,13
4744,8,217,28,11,176,2024-08-17,3551,11
6337,59,298,9,4,40,2024-05-03,1520,7
4056,43,591,26,6,99,2024-06-21,2612,4
7196,22,101,13,3,155,2024-07-16,4084,2
1750,8,443,16,1,77,2024-04-28,3145,4
5311,54,691,8,16,186,2024-06-28,4055,6
4272,13,740,8,1,76,2024-12-25,4183,7
7813,50,661,5,7,146,2024-09-27,3920,13
3931,51,420,8,19,151,2024-10-22,3333,13
9102,10,494,6,16,98,2024-05-11,1474,7
7139,44,562,3,8,42,2024-07-31,3839,1
7364,81,486,3,8,77,2024-08-20,3734,5
2352,75,478,7,8,54,2024-01-31,2575,1
5838,11,487,9,5,189,2024-09-05,1880,7
5403,42,742,19,10,111,2024-08-23,3113,10
9526,50,462,17,2,21,2024-05-02,1250,3
4566,55,537,26,5,68,2024-08-27,4315,1
8301,24,730,9,19,130,2024-01-13,4036,8
1895,35,900,17,19,114,2024-02-16,1242,13
3518,73,355,9,1,166,2024-09-11,4171,10
5490,37,75,16,4,90,2024-10-15,4886,9
5416,89,316,14,0,131,2024-02-11,1414,1
5741,4,814,11,16,188,2024-05-06,1284,7
8207,73,302,22,1,185,2024-07-13,3085,8
5774,65,938,16,4,130,2024-07-13,1762,5
4197,12,322,16,18,19,2024-04-06,2218,4
9099,70,204,25,11,122,2024-02-11,4077,13
5655,78,192,10,0,47,2024-06-10,2075,5
6164,21,532,17,11,38,2024-06-24,3148,14
6186,62,711,26,19,102,2024-05-07,3928,1
2296,26,731,4,0,45,2024-12-20,3389,6
2081,7,615,29,3,199,2024-11-01,4427,11
2331,8,625,20,10,10,2024-04-20,3129,9
8031,28,383,14,4,21,2024-10-25,3522,5
3905,83,57,1,15,133,2024-07-16,2058,9
1594,47,848,24,18,137,2024-02-16,2155,4
9455,63,391,3,2,180,2024-10-20,3177,11
9313,37,627,6,1,117,2024-02-07,2801,14
6894,80,563,22,0,154,2024-05-11,2431,4
4800,77,297,28,15,117,2024-05-23,1654,13
3283,55,253,8,17,188,2024-03-30,2763,2
3063,22,213,15,14,62,2024-06-05,2136,2
1250,91,64,8,14,110,2024-04-29,3796,9
7724,33,735,16,12,167,2024-03-27,4594,10
8022,79,6,10,6,137,2024-02-23,3269,1
6266,47,337,3,1,138,2024-02-15,2385,12
5939,49,848,24,3,42,2024-08-08,1088,3
1662,76,57,7,8,46,2024-10-19,3638,13
9682,78,2,5,4,80,2024-08-31,3439,6
3145,96,639,24,9,117,2024-03-05,3261,1
8121,15,793,9,0,30,2024-06-25,1711,11
3871,58,349,26,9,161,2024-11-09,1632,12
6985,99,806,23,2,186,2024-12-25,1793,10
4975,97,989,5,16,123,2024-09-12,2042,12
6345,74,950,21,13,192,2024-01-01,2856,2
7684,34,152,9,7,60,2024-12-23,4811,2
5603,58,846,18,17,194,2024-08-14,4857,2
2544,85,173,14,7,84,2024-01-18,4128,1
3808,15,546,4,14,55,2024-11-03,1416,5
4566,4,876,7,8,83,2024-12-24,4924,12
5994,74,943,7,0,58,2024-01-22,3408,8
2516,33,405,14,1,55,2024-02-05,2902,14
4558,99,493,7,0,34,2024-04-03,1787,1
6759,45,656,24,19,161,2024-12-10,1629,3
4255,52,485,28,0,97,2024-07-27,1837,4
9071,25,794,2,6,126,2024-02-01,3469,1
3654,80,995,25,2,153,2024-05-27,4308,5
7151,58,988,23,19,58,2024-02-11,3089,8
3740,97,638,26,3,188,2024-04-18,3233,7
1978,24,566,27,7,49,2024-12-23,4361,12
2210,85,905,23,12,187,2024-05-20,2384,10
9325,50,977,16,9,114,2024-02-11,1234,8
5736,90,765,22,1,67,2024-02-02,3468,4
3643,43,522,29,8,111,2024-10-06,3750,6
2222,72,353,8,16,172,2024-01-01,4831,8
6755,67,985,13,15,181,2024-12-28,4424,6
7875,50,790,6,15,178,2024-06-19,2431,2
5530,81,972,19,3,42,2024-08-02,3908,12
2814,5,658,24,17,123,2024-11-26,4353,10
6551,60,52,29,8,90,2024-01-20,1875,13
3825,57,422,13,4,135,2024-04-24,1522,14
2334,98,653,19,6,41,2024-07-25,1280,7
7542,57,89,14,15,99,2024-10-29,3399,10
8044,95,40,20,7,171,2024-01-13,4403,3
5162,10,10,21,7,63,2024-11-23,2997,6
6374,49,631,2,3,18,2024-01-22,3491,7
9796,54,397,23,2,145,2024-05-28,3327,9
6080,41,280,22,8,76,2024-08-11,2571,9
7020,25,34,21,0,60,2024-12-06,3314,6
2031,30,476,25,14,192,2024-02-04,4150,6
9249,26,652,20,19,136,2024-09-07,2013,9
6490,77,355,14,18,75,2024-09-05,4786,3
2058,51,463,21,18,122,2024-11-05,3849,1
2250,9,249,24,16,184,2024-07-23,3462,13
4028,21,416,5,12,144,2024-07-17,3109,11
8922,41,190,23,15,184,2024-09-12,3072,3
6900,13,734,20,13,164,2024-08-16,4520,8
5004,19,75,27,11,71,2024-03-31,1473,3
5180,3,956,10,3,190,2024-10-05,2835,7
4365,35,921,6,16,166,2024-02-24,2309,12
6927,18,725,15,19,173,2024-10-01,1537,2
7388,19,721,18,7,86,2024-04-23,4121,6
7711,2,650,19,11,98,2024-05-05,4702,6
2090,10,80,12,10,181,2024-02-14,3665,14
8735,94,794,1,15,40,2024-08-16,1947,11
2363,18,383,16,5,93,2024-04-25,4135,4
1568,41,765,26,19,157,2024-07-12,2399,1
9546,29,331,26,14,164,2024-08-19,2744,3
8102,48,710,20,7,182,2024-11-19,1307,1
5745,50,556,20,13,116,2024-12-28,1374,10
5913,57,298,20,18,69,2024-01-28,1685,2
4905,35,430,29,14,145,2024-11-21,3491,3
8993,27,403,9,14,99,2024-09-13,1066,3
1662,74,859,24,2,67,2024-05-06,1813,2
6473,77,591,10,4,31,2024-07-17,2927,1
